bloque,nombre,regimen,estatus,plan_o_programa,periodo_de_asignacion,ano,actividad,unidad,planeado,ejercido
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Exploracion,nan,2019,GASTOS OPERACION,MMUSD,1.106697,3.248191
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Exploracion,nan,2019,INVERSION,MMUSD,12.973323,
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Exploracion,nan,2020,GASTOS OPERACION,MMUSD,0.34701,1.070164
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Exploracion,nan,2020,INVERSION,MMUSD,0.225214,0.100816
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Exploracion,nan,2021,GASTOS OPERACION,MMUSD,0.994887,0.143821
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Exploracion,nan,2021,INVERSION,MMUSD,22.207941,0.373296
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Exploracion,nan,2022,GASTOS OPERACION,MMUSD,1.256972,0.010225
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Exploracion,nan,2022,INVERSION,MMUSD,0.429653,
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Exploracion,nan,2023,GASTOS OPERACION,MMUSD,1.733419,
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Exploracion,nan,2023,INVERSION,MMUSD,17.388731,
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Exploracion,nan,2024,GASTOS OPERACION,MMUSD,0.773778,
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Exploracion,nan,2024,INVERSION,MMUSD,7.097072,
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Exploracion,nan,2025,GASTOS OPERACION,MMUSD,0.534733,
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Exploracion,nan,2025,INVERSION,MMUSD,7.393277,
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Exploracion,nan,2026,GASTOS OPERACION,MMUSD,0.506565,
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Exploracion,nan,2026,INVERSION,MMUSD,0.202823,
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Exploracion,nan,2027,GASTOS OPERACION,MMUSD,0.340909,
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Exploracion,nan,2027,INVERSION,MMUSD,0.006475,
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Extraccion,nan,2017,GASTOS OPERACION,MMUSD,0.251352,0.05947
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Extraccion,nan,2017,INVERSION,MMUSD,0.2434,
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Extraccion,nan,2018,GASTOS OPERACION,MMUSD,1.265034,0.261069
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Extraccion,nan,2018,INVERSION,MMUSD,0.9224,0.010358
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Extraccion,nan,2019,GASTOS OPERACION,MMUSD,0.803633,0.20129
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Extraccion,nan,2019,INVERSION,MMUSD,0.027759,
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Extraccion,nan,2020,GASTOS OPERACION,MMUSD,1.001448,0.237036
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Extraccion,nan,2020,INVERSION,MMUSD,0.025,
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Extraccion,nan,2021,GASTOS OPERACION,MMUSD,0.206237,0.320781
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Extraccion,nan,2021,INVERSION,MMUSD,,0.075622
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Extraccion,nan,2022,GASTOS OPERACION,MMUSD,0.222937,0.308922
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Extraccion,nan,2022,INVERSION,MMUSD,,0.329285
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Extraccion,nan,2023,GASTOS OPERACION,MMUSD,0.222937,
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Extraccion,nan,2024,GASTOS OPERACION,MMUSD,0.222937,
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Extraccion,nan,2025,GASTOS OPERACION,MMUSD,0.222937,
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Extraccion,nan,2026,GASTOS OPERACION,MMUSD,0.222937,
CNH-R02-L02-A10.CS/2017,CNH-R02-L02-A10.CS/2017,Contrato,Vigente,Extraccion,nan,2027,INVERSION,MMUSD,0.195133,
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Exploracion,nan,2018,GASTOS OPERACION,MMUSD,0.984329,
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Exploracion,nan,2018,INVERSION,MMUSD,0.351692,
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Exploracion,nan,2019,GASTOS OPERACION,MMUSD,1.204178,3.112148
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Exploracion,nan,2019,INVERSION,MMUSD,16.063298,
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Exploracion,nan,2020,GASTOS OPERACION,MMUSD,0.520051,4.064511
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Exploracion,nan,2020,INVERSION,MMUSD,9.35355,5.758763
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Exploracion,nan,2021,GASTOS OPERACION,MMUSD,1.027949,0.496087
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Exploracion,nan,2021,INVERSION,MMUSD,12.294064,2.937339
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Exploracion,nan,2022,GASTOS OPERACION,MMUSD,2.882151,0.040367
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Exploracion,nan,2022,INVERSION,MMUSD,2.273853,0.29473
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Exploracion,nan,2023,GASTOS OPERACION,MMUSD,3.619681,0.084329
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Exploracion,nan,2023,INVERSION,MMUSD,13.819306,0.31081
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Exploracion,nan,2024,GASTOS OPERACION,MMUSD,2.640622,0.404082
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Exploracion,nan,2024,INVERSION,MMUSD,8.785531,0.006357
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Exploracion,nan,2025,GASTOS OPERACION,MMUSD,2.598405,
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Exploracion,nan,2025,INVERSION,MMUSD,0.102171,
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Exploracion,nan,2026,GASTOS OPERACION,MMUSD,0.297362,
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Exploracion,nan,2026,INVERSION,MMUSD,0.01095,
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Extraccion,nan,2017,GASTOS OPERACION,MMUSD,0.099718,
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Extraccion,nan,2017,INVERSION,MMUSD,0.297792,
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Extraccion,nan,2018,GASTOS OPERACION,MMUSD,6.426817,0.923971
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Extraccion,nan,2018,INVERSION,MMUSD,0.595585,0.009225
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Extraccion,nan,2019,GASTOS OPERACION,MMUSD,8.719284,1.970981
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Extraccion,nan,2019,INVERSION,MMUSD,0.111115,0.023691
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Extraccion,nan,2020,GASTOS OPERACION,MMUSD,6.305105,1.367261
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Extraccion,nan,2020,INVERSION,MMUSD,8.0445,5.10512
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Extraccion,nan,2021,GASTOS OPERACION,MMUSD,7.992805,1.422236
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Extraccion,nan,2021,INVERSION,MMUSD,6.711,4.445527
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Extraccion,nan,2022,GASTOS OPERACION,MMUSD,5.329445,0.099731
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Extraccion,nan,2022,INVERSION,MMUSD,24.692851,0.022312
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Extraccion,nan,2023,GASTOS OPERACION,MMUSD,1.32659,0.134169
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Extraccion,nan,2023,INVERSION,MMUSD,12.13057,0.00626
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Extraccion,nan,2024,GASTOS OPERACION,MMUSD,2.978714,1.21665
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Extraccion,nan,2024,INVERSION,MMUSD,14.609945,0.287229
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Extraccion,nan,2025,GASTOS OPERACION,MMUSD,3.080686,
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Extraccion,nan,2025,INVERSION,MMUSD,15.0672,
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Extraccion,nan,2026,GASTOS OPERACION,MMUSD,2.842049,
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Extraccion,nan,2026,INVERSION,MMUSD,11.90817,
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Extraccion,nan,2027,GASTOS OPERACION,MMUSD,2.518838,
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Extraccion,nan,2027,INVERSION,MMUSD,0.753114,
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Extraccion,nan,2028,GASTOS OPERACION,MMUSD,2.507688,
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Extraccion,nan,2029,GASTOS OPERACION,MMUSD,2.492316,
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Extraccion,nan,2030,GASTOS OPERACION,MMUSD,2.485305,
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Extraccion,nan,2031,GASTOS OPERACION,MMUSD,2.472131,
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Extraccion,nan,2032,GASTOS OPERACION,MMUSD,2.462984,
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Extraccion,nan,2033,GASTOS OPERACION,MMUSD,2.450349,
CNH-R02-L02-A4.BG/2017,CNH-R02-L02-A4.BG/2017,Contrato,Vigente,Extraccion,nan,2034,GASTOS OPERACION,MMUSD,8.60124,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Exploracion,nan,2018,GASTOS OPERACION,MMUSD,0.764074,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Exploracion,nan,2018,INVERSION,MMUSD,0.256656,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Exploracion,nan,2019,GASTOS OPERACION,MMUSD,1.204891,3.056692
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Exploracion,nan,2019,INVERSION,MMUSD,12.928622,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Exploracion,nan,2020,GASTOS OPERACION,MMUSD,0.864163,1.896173
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Exploracion,nan,2020,INVERSION,MMUSD,4.909659,6.367366
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Exploracion,nan,2021,GASTOS OPERACION,MMUSD,1.076577,2.438981
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Exploracion,nan,2021,INVERSION,MMUSD,10.908936,2.004785
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Exploracion,nan,2022,GASTOS OPERACION,MMUSD,1.414073,0.033909
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Exploracion,nan,2022,INVERSION,MMUSD,0.617145,0.127907
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Exploracion,nan,2023,GASTOS OPERACION,MMUSD,3.793217,0.240904
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Exploracion,nan,2023,INVERSION,MMUSD,13.420023,0.078403
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Exploracion,nan,2024,GASTOS OPERACION,MMUSD,1.055844,0.198047
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Exploracion,nan,2024,INVERSION,MMUSD,0.132643,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Exploracion,nan,2025,GASTOS OPERACION,MMUSD,0.547114,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Exploracion,nan,2025,INVERSION,MMUSD,0.009964,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2017,GASTOS OPERACION,MMUSD,0.099718,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2017,INVERSION,MMUSD,0.297792,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2018,GASTOS OPERACION,MMUSD,3.020942,0.688829
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2018,INVERSION,MMUSD,0.595585,0.009192
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2019,GASTOS OPERACION,MMUSD,4.428713,0.779527
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2019,INVERSION,MMUSD,0.3325,0.10344
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2020,GASTOS OPERACION,MMUSD,2.085421,0.267584
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2020,INVERSION,MMUSD,2.1035,0.306718
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2021,GASTOS OPERACION,MMUSD,0.556561,0.306917
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2021,INVERSION,MMUSD,0.37422,1.292645
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2022,GASTOS OPERACION,MMUSD,0.500311,0.002743
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2022,INVERSION,MMUSD,1.149417,0.403713
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2023,GASTOS OPERACION,MMUSD,2.357998,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2023,INVERSION,MMUSD,6.850467,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2024,GASTOS OPERACION,MMUSD,4.242677,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2024,INVERSION,MMUSD,21.60433,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2025,GASTOS OPERACION,MMUSD,5.261054,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2025,INVERSION,MMUSD,28.357757,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2026,GASTOS OPERACION,MMUSD,5.176895,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2026,INVERSION,MMUSD,22.400708,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2027,GASTOS OPERACION,MMUSD,4.833845,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2027,INVERSION,MMUSD,0.05,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2028,GASTOS OPERACION,MMUSD,4.833763,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2029,GASTOS OPERACION,MMUSD,4.832561,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2030,GASTOS OPERACION,MMUSD,4.831359,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2031,GASTOS OPERACION,MMUSD,4.830157,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2032,GASTOS OPERACION,MMUSD,4.828955,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2033,GASTOS OPERACION,MMUSD,4.827753,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2034,GASTOS OPERACION,MMUSD,4.827753,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2035,GASTOS OPERACION,MMUSD,4.827753,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2036,GASTOS OPERACION,MMUSD,4.827753,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2037,GASTOS OPERACION,MMUSD,4.827753,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2038,GASTOS OPERACION,MMUSD,4.827753,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2039,GASTOS OPERACION,MMUSD,4.827753,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2040,GASTOS OPERACION,MMUSD,4.826551,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2041,GASTOS OPERACION,MMUSD,4.826551,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2042,GASTOS OPERACION,MMUSD,4.826551,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2043,GASTOS OPERACION,MMUSD,4.826551,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2044,GASTOS OPERACION,MMUSD,4.826551,
CNH-R02-L02-A5.BG/2017,CNH-R02-L02-A5.BG/2017,Contrato,Vigente,Extraccion,nan,2045,GASTOS OPERACION,MMUSD,2.669914,
CNH-R02-L02-A7.BG/2017,CNH-R02-L02-A7.BG/2017,Contrato,Vigente,Exploracion,nan,2018,GASTOS OPERACION,MMUSD,0.829944,0.231165
CNH-R02-L02-A7.BG/2017,CNH-R02-L02-A7.BG/2017,Contrato,Vigente,Exploracion,nan,2018,INVERSION,MMUSD,0.894183,
CNH-R02-L02-A7.BG/2017,CNH-R02-L02-A7.BG/2017,Contrato,Vigente,Exploracion,nan,2019,GASTOS OPERACION,MMUSD,1.63843,0.406679
CNH-R02-L02-A7.BG/2017,CNH-R02-L02-A7.BG/2017,Contrato,Vigente,Exploracion,nan,2019,INVERSION,MMUSD,12.032835,
CNH-R02-L02-A7.BG/2017,CNH-R02-L02-A7.BG/2017,Contrato,Vigente,Exploracion,nan,2020,GASTOS OPERACION,MMUSD,0.980444,2.312711
CNH-R02-L02-A7.BG/2017,CNH-R02-L02-A7.BG/2017,Contrato,Vigente,Exploracion,nan,2020,INVERSION,MMUSD,0.70232,2.732881
CNH-R02-L02-A7.BG/2017,CNH-R02-L02-A7.BG/2017,Contrato,Vigente,Exploracion,nan,2021,GASTOS OPERACION,MMUSD,1.659821,1.19129
CNH-R02-L02-A7.BG/2017,CNH-R02-L02-A7.BG/2017,Contrato,Vigente,Exploracion,nan,2021,INVERSION,MMUSD,13.063332,5.747246
CNH-R02-L02-A7.BG/2017,CNH-R02-L02-A7.BG/2017,Contrato,Vigente,Exploracion,nan,2022,GASTOS OPERACION,MMUSD,3.734582,0.060243
CNH-R02-L02-A7.BG/2017,CNH-R02-L02-A7.BG/2017,Contrato,Vigente,Exploracion,nan,2022,INVERSION,MMUSD,19.119101,0.420316
CNH-R02-L02-A7.BG/2017,CNH-R02-L02-A7.BG/2017,Contrato,Vigente,Exploracion,nan,2023,GASTOS OPERACION,MMUSD,3.330938,0.01768
CNH-R02-L02-A7.BG/2017,CNH-R02-L02-A7.BG/2017,Contrato,Vigente,Exploracion,nan,2023,INVERSION,MMUSD,25.976912,
CNH-R02-L02-A7.BG/2017,CNH-R02-L02-A7.BG/2017,Contrato,Vigente,Exploracion,nan,2024,GASTOS OPERACION,MMUSD,1.375314,0.047852
CNH-R02-L02-A7.BG/2017,CNH-R02-L02-A7.BG/2017,Contrato,Vigente,Exploracion,nan,2024,INVERSION,MMUSD,7.243567,
CNH-R02-L02-A7.BG/2017,CNH-R02-L02-A7.BG/2017,Contrato,Vigente,Exploracion,nan,2025,GASTOS OPERACION,MMUSD,1.942168,
CNH-R02-L02-A7.BG/2017,CNH-R02-L02-A7.BG/2017,Contrato,Vigente,Exploracion,nan,2025,INVERSION,MMUSD,7.448872,
CNH-R02-L02-A7.BG/2017,CNH-R02-L02-A7.BG/2017,Contrato,Vigente,Exploracion,nan,2026,GASTOS OPERACION,MMUSD,0.544391,
CNH-R02-L02-A7.BG/2017,CNH-R02-L02-A7.BG/2017,Contrato,Vigente,Exploracion,nan,2026,INVERSION,MMUSD,0.025275,
CNH-R02-L02-A7.BG/2017,CNH-R02-L02-A7.BG/2017,Contrato,Vigente,Extraccion,nan,2023,GASTOS OPERACION,MMUSD,0.819469,
CNH-R02-L02-A7.BG/2017,CNH-R02-L02-A7.BG/2017,Contrato,Vigente,Extraccion,nan,2023,INVERSION,MMUSD,14.431858,
CNH-R02-L02-A7.BG/2017,CNH-R02-L02-A7.BG/2017,Contrato,Vigente,Extraccion,nan,2024,GASTOS OPERACION,MMUSD,0.901193,
CNH-R02-L02-A7.BG/2017,CNH-R02-L02-A7.BG/2017,Contrato,Vigente,Extraccion,nan,2024,INVERSION,MMUSD,11.001355,
CNH-R02-L02-A7.BG/2017,CNH-R02-L02-A7.BG/2017,Contrato,Vigente,Extraccion,nan,2025,GASTOS OPERACION,MMUSD,0.94676,
CNH-R02-L02-A7.BG/2017,CNH-R02-L02-A7.BG/2017,Contrato,Vigente,Extraccion,nan,2025,INVERSION,MMUSD,7.333519,
CNH-R02-L02-A7.BG/2017,CNH-R02-L02-A7.BG/2017,Contrato,Vigente,Extraccion,nan,2026,GASTOS OPERACION,MMUSD,0.240522,
CNH-R02-L02-A7.BG/2017,CNH-R02-L02-A7.BG/2017,Contrato,Vigente,Extraccion,nan,2026,INVERSION,MMUSD,0.004574,
CNH-R02-L02-A8.BG/2017,CNH-R02-L02-A8.BG/2017,Contrato,Vigente,Exploracion,nan,2018,GASTOS OPERACION,MMUSD,0.697978,0.071061
CNH-R02-L02-A8.BG/2017,CNH-R02-L02-A8.BG/2017,Contrato,Vigente,Exploracion,nan,2018,INVERSION,MMUSD,0.210173,
CNH-R02-L02-A8.BG/2017,CNH-R02-L02-A8.BG/2017,Contrato,Vigente,Exploracion,nan,2019,GASTOS OPERACION,MMUSD,1.006606,0.096417
CNH-R02-L02-A8.BG/2017,CNH-R02-L02-A8.BG/2017,Contrato,Vigente,Exploracion,nan,2019,INVERSION,MMUSD,15.953698,
