bloque,nombre,periodo,petroleo_mmb,gas_natural_sin_nitrogeno_mmpcd,gas_natural_mmpcd,condensado_mbd,agua_mbd,agua,pozos_productores_gas,pozos_productores_petroleo,pozos_productores_condensado
AR-0474,AR-0474 - Campo Jabalina,2016-01-01,,0.036369,0.037872,,0.000701,1,1.0,,
AR-0475,AR-0475 - Campo Rio Bravo,2017-12-01,,0.032473,0.032655,,,1,1.0,,
AR-0475,AR-0475 - Campo Rio Bravo,2017-11-01,,0.155689,0.156566,,,1,1.0,,
AR-0475,AR-0475 - Campo Rio Bravo,2017-10-01,,0.052221,0.052516,,,1,1.0,,
AR-0475,AR-0475 - Campo Rio Bravo,2017-09-01,,0.066764,0.06714,,,1,1.0,,
AR-0475,AR-0475 - Campo Rio Bravo,2017-08-01,,0.077388,0.077824,,,1,1.0,,
AR-0475,AR-0475 - Campo Rio Bravo,2017-07-01,,0.100612,0.101178,,,1,1.0,,
AR-0475,AR-0475 - Campo Rio Bravo,2017-06-01,,0.083547,0.084017,,,1,1.0,,
AR-0475,AR-0475 - Campo Rio Bravo,2017-05-01,,0.08228,0.082743,,,1,1.0,,
AR-0475,AR-0475 - Campo Rio Bravo,2017-04-01,,0.071507,0.07191,,,1,1.0,,
AR-0475,AR-0475 - Campo Rio Bravo,2017-03-01,,0.068332,0.068717,,,1,1.0,,
AR-0475,AR-0475 - Campo Rio Bravo,2017-02-01,,0.08239,0.082854,,,1,1.0,,
AR-0475,AR-0475 - Campo Rio Bravo,2017-01-01,,0.079723,0.080172,,,1,1.0,,
AR-0475,AR-0475 - Campo Rio Bravo,2016-12-01,,0.083369,0.083838,,,1,1.0,,
AR-0475,AR-0475 - Campo Rio Bravo,2016-11-01,,0.074824,0.075245,,,1,1.0,,
AR-0475,AR-0475 - Campo Rio Bravo,2016-10-01,,0.063191,0.063547,,,1,1.0,,
AR-0475,AR-0475 - Campo Rio Bravo,2016-09-01,,0.068612,0.068999,,,1,1.0,,
AR-0475,AR-0475 - Campo Rio Bravo,2016-08-01,,0.076533,0.076964,,,1,1.0,,
AR-0475,AR-0475 - Campo Rio Bravo,2016-07-01,,0.162304,0.163218,,,1,1.0,,
AR-0475,AR-0475 - Campo Rio Bravo,2016-06-01,,0.220895,0.222139,,,1,1.0,,
AR-0475,AR-0475 - Campo Rio Bravo,2016-05-01,,0.081257,0.081714,,,1,1.0,,
AR-0475,AR-0475 - Campo Rio Bravo,2016-04-01,,0.05894,0.059272,,,1,1.0,,
AR-0475,AR-0475 - Campo Rio Bravo,2016-03-01,,0.054398,0.054704,,,1,1.0,,
AR-0475,AR-0475 - Campo Rio Bravo,2016-02-01,,0.05354,0.053842,,,1,1.0,,
AR-0475,AR-0475 - Campo Rio Bravo,2016-01-01,,0.057433,0.057756,,,1,1.0,,
AR-0476,AR-0476-M - Campo Atajo,2016-07-01,,0.02628,0.026474,,,1,1.0,,
AR-0476,AR-0476-M - Campo Atajo,2016-06-01,,0.039233,0.039522,,,1,1.0,,
AR-0476,AR-0476-M - Campo Atajo,2016-05-01,,0.035125,0.035383,,,1,1.0,,
AR-0477,AR-0477-M - Campo Alondra,2025-01-01,,0.696398,0.725793,,0.002088,16,16.0,,
AR-0477,AR-0477-M - Campo Alondra,2024-12-01,,2.34313,2.442033,,0.01546,16,16.0,,
AR-0477,AR-0477-M - Campo Alondra,2024-11-01,,2.364447,2.464249,,0.020984,16,16.0,,
AR-0477,AR-0477-M - Campo Alondra,2024-10-01,,2.495506,2.600841,,0.021957,16,16.0,,
AR-0477,AR-0477-M - Campo Alondra,2024-09-01,,2.600954,2.710739,,0.021157,16,16.0,,
AR-0477,AR-0477-M - Campo Alondra,2024-08-01,,3.134848,3.267169,,0.026907,16,16.0,,
AR-0477,AR-0477-M - Campo Alondra,2024-07-01,,4.542388,4.73412,,0.010545,16,16.0,,
AR-0477,AR-0477-M - Campo Alondra,2024-06-01,,3.332358,3.473016,,0.011625,16,16.0,,
AR-0477,AR-0477-M - Campo Alondra,2024-05-01,,4.752187,4.952775,,0.024229,16,16.0,,
AR-0477,AR-0477-M - Campo Alondra,2024-04-01,,4.973589,5.183521,,0.026557,16,16.0,,
AR-0477,AR-0477-M - Campo Alondra,2024-03-01,,6.735209,7.019498,,0.026533,16,16.0,,
AR-0477,AR-0477-M - Campo Alondra,2024-02-01,,15.18885,15.829963,,0.023161,16,16.0,,
AR-0477,AR-0477-M - Campo Alondra,2024-01-01,,7.040379,7.337549,,0.027566,16,16.0,,
AR-0477,AR-0477-M - Campo Alondra,2023-12-01,,5.061649,5.275299,,0.020078,16,16.0,,
AR-0477,AR-0477-M - Campo Alondra,2023-11-01,,4.678525,4.876004,,0.01161,16,16.0,,
AR-0477,AR-0477-M - Campo Alondra,2023-10-01,,4.343985,4.527343,,0.017857,16,16.0,,
AR-0477,AR-0477-M - Campo Alondra,2023-09-01,,4.18982,4.36667,,0.014773,16,16.0,,
AR-0477,AR-0477-M - Campo Alondra,2023-08-01,,4.366267,4.550565,,0.013951,16,16.0,,
AR-0477,AR-0477-M - Campo Alondra,2023-07-01,,4.720908,4.920175,,0.013762,16,16.0,,
AR-0477,AR-0477-M - Campo Alondra,2023-06-01,,3.614555,3.767123,,0.020639,16,16.0,,
AR-0477,AR-0477-M - Campo Alondra,2023-05-01,,4.077333,4.249435,,0.027148,16,16.0,,
AR-0477,AR-0477-M - Campo Alondra,2023-04-01,,4.751563,4.952124,,0.021181,16,16.0,,
AR-0477,AR-0477-M - Campo Alondra,2023-03-01,,5.209976,5.429887,,0.018873,16,16.0,,
AR-0477,AR-0477-M - Campo Alondra,2023-02-01,,5.075472,5.289705,,0.022774,16,16.0,,
AR-0477,AR-0477-M - Campo Alondra,2023-01-01,,4.590148,4.783896,,0.020237,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2022-12-01,,5.562831,5.797635,,0.02827,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2022-11-01,,5.369198,5.595829,,0.023719,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2022-10-01,,5.438746,5.668312,,0.026537,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2022-09-01,,5.790388,6.034797,,0.023562,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2022-08-01,,5.16692,5.385013,,0.026713,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2022-07-01,,5.45156,5.681667,,0.030359,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2022-06-01,,5.473922,5.704974,,0.028277,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2022-05-01,,5.364586,5.591023,,0.03265,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2022-04-01,,4.719991,4.91922,,0.022446,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2022-03-01,,5.300898,5.524646,,0.023851,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2022-02-01,,4.303301,4.484941,,0.022953,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2022-01-01,,3.853057,4.015692,,0.024772,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2021-12-01,,3.710651,3.867276,,0.020807,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2021-11-01,,4.068594,4.240327,,0.020733,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2021-10-01,,3.946806,4.113399,,0.022694,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2021-09-01,,3.835842,3.997751,,0.020941,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2021-08-01,,3.696998,3.853047,,0.019421,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2021-07-01,,3.416649,3.560864,,0.014367,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2021-06-01,,3.320218,3.460363,,0.017964,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2021-05-01,,3.610247,3.762634,,0.013397,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2021-04-01,,4.033694,4.203954,,0.013919,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2021-03-01,,4.557592,4.749966,,0.020803,18,18.0,,
AR-0477,AR-0477-M - Campo Alondra,2021-02-01,,4.775322,4.976885,,0.023045,18,18.0,,
AR-0477,AR-0477-M - Campo Alondra,2021-01-01,,5.013933,5.225569,,0.017388,18,18.0,,
AR-0477,AR-0477-M - Campo Alondra,2020-12-01,,4.886273,5.036356,,0.020946,18,18.0,,
AR-0477,AR-0477-M - Campo Alondra,2020-11-01,,4.42491,4.611683,,0.022046,18,18.0,,
AR-0477,AR-0477-M - Campo Alondra,2020-10-01,,5.231778,5.452609,,0.028735,18,18.0,,
AR-0477,AR-0477-M - Campo Alondra,2020-09-01,,8.616551,8.980251,,0.025805,18,18.0,,
AR-0477,AR-0477-M - Campo Alondra,2020-08-01,,4.182705,4.359254,,0.023718,18,18.0,,
AR-0477,AR-0477-M - Campo Alondra,2020-07-01,,2.924091,3.047515,,0.021524,18,18.0,,
AR-0477,AR-0477-M - Campo Alondra,2020-06-01,,2.526527,2.633171,,0.022237,18,18.0,,
AR-0477,AR-0477-M - Campo Alondra,2020-05-01,,2.465394,2.569457,,0.022369,18,18.0,,
AR-0477,AR-0477-M - Campo Alondra,2020-04-01,,3.456235,3.602121,,0.022262,18,18.0,,
AR-0477,AR-0477-M - Campo Alondra,2020-03-01,,4.961987,5.17143,,0.023462,18,18.0,,
AR-0477,AR-0477-M - Campo Alondra,2020-02-01,,3.170295,3.304112,,0.02367,18,18.0,,
AR-0477,AR-0477-M - Campo Alondra,2020-01-01,,6.972414,7.266716,,0.025886,18,18.0,,
AR-0477,AR-0477-M - Campo Alondra,2019-12-01,,5.012918,5.224511,,0.027748,18,18.0,,
AR-0477,AR-0477-M - Campo Alondra,2019-11-01,,6.226971,6.489808,,0.027301,18,18.0,,
AR-0477,AR-0477-M - Campo Alondra,2019-10-01,,6.66668,6.948077,,0.023465,18,18.0,,
AR-0477,AR-0477-M - Campo Alondra,2019-09-01,,6.844835,7.133752,,0.022287,18,18.0,,
AR-0477,AR-0477-M - Campo Alondra,2019-08-01,,6.657032,6.938022,,0.019537,16,16.0,,
AR-0477,AR-0477-M - Campo Alondra,2019-07-01,,6.169343,6.429748,,0.015752,16,16.0,,
AR-0477,AR-0477-M - Campo Alondra,2019-06-01,,4.6177,4.812611,,0.063815,15,15.0,,
AR-0477,AR-0477-M - Campo Alondra,2019-05-01,,3.966952,4.134395,,0.063543,15,15.0,,
AR-0477,AR-0477-M - Campo Alondra,2019-04-01,,3.473509,3.620124,,0.02544,15,15.0,,
AR-0477,AR-0477-M - Campo Alondra,2019-03-01,,2.978564,3.068787,,0.024195,15,15.0,,
AR-0477,AR-0477-M - Campo Alondra,2019-02-01,,2.640368,2.720346,,0.029854,15,15.0,,
AR-0477,AR-0477-M - Campo Alondra,2019-01-01,,2.984855,3.075268,,0.02345,15,15.0,,
AR-0477,AR-0477-M - Campo Alondra,2018-12-01,,3.2079,3.305069,,0.035006,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2018-11-01,,2.813177,2.898389,,0.024358,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2018-10-01,,3.123993,3.21862,,0.029136,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2018-09-01,,3.548968,3.656468,,0.025984,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2018-08-01,,3.113769,3.208086,,0.023253,15,15.0,,
AR-0477,AR-0477-M - Campo Alondra,2018-07-01,,2.967316,3.057197,,0.0239,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2018-06-01,,3.675766,3.787107,,0.022168,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2018-05-01,,4.650223,4.79108,,0.028046,19,19.0,,
AR-0477,AR-0477-M - Campo Alondra,2018-04-01,,3.163387,3.259208,,0.022895,19,19.0,,
AR-0477,AR-0477-M - Campo Alondra,2018-03-01,,4.363765,4.495946,,0.02089,19,19.0,,
AR-0477,AR-0477-M - Campo Alondra,2018-02-01,,4.282939,4.412671,,0.024922,19,19.0,,
AR-0477,AR-0477-M - Campo Alondra,2018-01-01,,4.096409,4.220492,,0.022322,19,19.0,,
AR-0477,AR-0477-M - Campo Alondra,2017-12-01,,7.598121,7.828272,,0.147563,19,19.0,,
AR-0477,AR-0477-M - Campo Alondra,2017-11-01,,7.586328,7.728533,,0.15518,19,19.0,,
AR-0477,AR-0477-M - Campo Alondra,2017-10-01,,7.327172,7.464519,,0.155838,19,19.0,,
AR-0477,AR-0477-M - Campo Alondra,2017-09-01,,7.253058,7.389016,,0.117937,18,18.0,,
AR-0477,AR-0477-M - Campo Alondra,2017-08-01,,5.833127,5.942468,,0.086105,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2017-07-01,,4.972319,5.065525,,,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2017-06-01,,4.002171,4.077192,,,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2017-05-01,,3.530807,3.596992,,,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2017-04-01,,4.275237,4.355376,,0.063619,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2017-03-01,,3.347554,3.410303,,0.055609,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2017-02-01,,3.954572,4.0287,,0.097032,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2017-01-01,,3.534592,3.631554,,0.074432,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2016-12-01,,3.48956,3.585287,,0.073248,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2016-11-01,,3.216153,3.30438,,0.067386,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2016-10-01,,2.648933,2.7216,,0.058058,17,17.0,,
AR-0477,AR-0477-M - Campo Alondra,2016-09-01,,2.981541,3.063332,,0.058686,18,18.0,,
AR-0477,AR-0477-M - Campo Alondra,2016-08-01,,3.145374,3.231659,,0.050453,19,19.0,,
AR-0477,AR-0477-M - Campo Alondra,2016-07-01,,3.414775,3.50845,,0.060331,19,19.0,,
AR-0477,AR-0477-M - Campo Alondra,2016-06-01,,3.162702,3.249463,,0.04709,19,19.0,,
AR-0477,AR-0477-M - Campo Alondra,2016-05-01,,3.043147,3.126628,,0.055563,19,19.0,,
AR-0477,AR-0477-M - Campo Alondra,2016-04-01,,3.332746,3.424172,,0.06547,19,19.0,,
AR-0477,AR-0477-M - Campo Alondra,2016-03-01,,3.339204,3.430806,,0.055466,19,19.0,,
AR-0477,AR-0477-M - Campo Alondra,2016-02-01,,4.730384,4.86015,,0.044364,19,19.0,,
AR-0477,AR-0477-M - Campo Alondra,2016-01-01,,3.605819,3.704736,,0.038615,19,19.0,,
AR-0478,AR-0478 - Campo Pipila,2017-12-01,,0.135114,0.135829,,0.000696,5,5.0,,
AR-0478,AR-0478 - Campo Pipila,2017-11-01,,0.754168,0.758137,,0.003299,5,5.0,,
AR-0478,AR-0478 - Campo Pipila,2017-10-01,,0.828574,0.832959,,0.0033,5,5.0,,
AR-0478,AR-0478 - Campo Pipila,2017-09-01,,0.724192,0.728003,,0.002475,5,5.0,,
AR-0478,AR-0478 - Campo Pipila,2017-08-01,,0.768543,0.772588,,0.002528,5,5.0,,
AR-0478,AR-0478 - Campo Pipila,2017-07-01,,0.659276,0.662746,,,5,5.0,,
AR-0478,AR-0478 - Campo Pipila,2017-06-01,,0.68451,0.688112,,,4,4.0,,
AR-0478,AR-0478 - Campo Pipila,2017-05-01,,0.665387,0.668888,,,4,4.0,,
AR-0478,AR-0478 - Campo Pipila,2017-04-01,,0.669006,0.672527,,0.002789,4,4.0,,
AR-0478,AR-0478 - Campo Pipila,2017-03-01,,0.72351,0.727317,,0.00309,4,4.0,,
AR-0478,AR-0478 - Campo Pipila,2017-02-01,,0.703922,0.707626,,0.002819,4,4.0,,
AR-0478,AR-0478 - Campo Pipila,2017-01-01,,0.755283,0.761374,,0.002844,4,4.0,,
AR-0478,AR-0478 - Campo Pipila,2016-12-01,,0.838911,0.845677,,0.003022,4,4.0,,
AR-0478,AR-0478 - Campo Pipila,2016-11-01,,0.859,0.865927,,0.00298,4,4.0,,
AR-0478,AR-0478 - Campo Pipila,2016-10-01,,0.754062,0.760143,,0.002624,4,4.0,,
AR-0478,AR-0478 - Campo Pipila,2016-09-01,,0.829069,0.835755,,0.003048,4,4.0,,
AR-0478,AR-0478 - Campo Pipila,2016-08-01,,1.066554,1.075155,,0.004372,4,4.0,,
AR-0478,AR-0478 - Campo Pipila,2016-07-01,,1.308304,1.318854,,0.005369,4,4.0,,
AR-0478,AR-0478 - Campo Pipila,2016-06-01,,1.250093,1.260174,,0.005323,4,4.0,,
AR-0478,AR-0478 - Campo Pipila,2016-05-01,,1.309063,1.31962,,0.005806,4,4.0,,
AR-0478,AR-0478 - Campo Pipila,2016-04-01,,1.312329,1.322913,,0.005653,4,4.0,,
AR-0478,AR-0478 - Campo Pipila,2016-03-01,,1.619658,1.632719,,0.006018,4,4.0,,
AR-0478,AR-0478 - Campo Pipila,2016-02-01,,1.483319,1.495282,,0.005231,4,4.0,,
AR-0478,AR-0478 - Campo Pipila,2016-01-01,,1.943393,1.959065,,0.007168,4,4.0,,
AR-0479,AR-0479-M - Campo Calabaza,2025-01-01,,1.968279,2.005992,,0.006714,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2024-12-01,,1.913906,1.950577,,0.012532,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2024-11-01,,1.789418,1.823704,,0.011941,23,23.0,,
AR-0479,AR-0479-M - Campo Calabaza,2024-10-01,,2.066766,2.106366,,0.010184,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2024-09-01,,2.391782,2.437609,,0.01224,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2024-08-01,,2.751796,2.804521,,0.010562,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2024-07-01,,3.612412,3.681626,,0.010204,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2024-06-01,,3.909824,3.984737,,0.015966,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2024-05-01,,2.626385,2.676708,,0.012786,24,24.0,,
AR-0479,AR-0479-M - Campo Calabaza,2024-04-01,,2.326126,2.370695,,0.0092,24,24.0,,
AR-0479,AR-0479-M - Campo Calabaza,2024-03-01,,2.700313,2.752052,,0.009308,24,24.0,,
AR-0479,AR-0479-M - Campo Calabaza,2024-02-01,,3.782526,3.855,,0.008297,24,24.0,,
AR-0479,AR-0479-M - Campo Calabaza,2024-01-01,,2.490583,2.538303,,0.008285,24,24.0,,
AR-0479,AR-0479-M - Campo Calabaza,2023-12-01,,1.711145,1.743931,,0.011296,24,24.0,,
AR-0479,AR-0479-M - Campo Calabaza,2023-11-01,,1.951234,1.98862,,0.008712,23,23.0,,
AR-0479,AR-0479-M - Campo Calabaza,2023-10-01,,2.20066,2.242825,,0.013813,23,23.0,,
AR-0479,AR-0479-M - Campo Calabaza,2023-09-01,,2.288931,2.332788,,0.014066,23,23.0,,
AR-0479,AR-0479-M - Campo Calabaza,2023-08-01,,2.310298,2.354564,,0.017859,23,23.0,,
AR-0479,AR-0479-M - Campo Calabaza,2023-07-01,,2.276727,2.320349,,0.014828,23,23.0,,
AR-0479,AR-0479-M - Campo Calabaza,2023-06-01,,2.248532,2.291614,,0.013211,23,23.0,,
AR-0479,AR-0479-M - Campo Calabaza,2023-05-01,,2.041384,2.080498,,0.016017,23,23.0,,
AR-0479,AR-0479-M - Campo Calabaza,2023-04-01,,2.265542,2.30895,,0.01524,23,23.0,,
AR-0479,AR-0479-M - Campo Calabaza,2023-03-01,,2.368127,2.4135,,0.012714,23,23.0,,
AR-0479,AR-0479-M - Campo Calabaza,2023-02-01,,2.301826,2.34593,,0.007779,23,23.0,,
AR-0479,AR-0479-M - Campo Calabaza,2023-01-01,,2.371864,2.417309,,0.018788,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2022-12-01,,2.500083,2.547985,,0.033131,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2022-11-01,,2.348109,2.3931,,0.017838,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2022-10-01,,2.412747,2.458976,,0.007724,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2022-09-01,,2.415931,2.462221,,0.00643,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2022-08-01,,2.232874,2.275657,,0.006434,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2022-07-01,,1.42528,1.452589,,0.01514,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2022-06-01,,1.241323,1.265107,,0.012942,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2022-05-01,,1.134095,1.155825,,0.01502,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2022-04-01,,1.673653,1.70572,,0.014907,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2022-03-01,,1.852877,1.888378,,0.016526,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2022-02-01,,1.620479,1.651528,,0.019644,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2022-01-01,,1.613978,1.644902,,0.014105,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2021-12-01,,1.701111,1.733705,,0.011488,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2021-11-01,,1.757501,1.791175,,0.006831,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2021-10-01,,1.676999,1.70913,,0.005929,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2021-09-01,,1.728431,1.761548,,0.007399,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2021-08-01,,1.629359,1.660577,,0.011577,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2021-07-01,,1.649759,1.681369,,0.010591,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2021-06-01,,1.559401,1.589279,,0.015177,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2021-05-01,,1.461648,1.489653,,0.012164,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2021-04-01,,1.349359,1.375213,,0.011215,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2021-03-01,,1.577971,1.608206,,0.008418,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2021-02-01,,1.669242,1.701225,,0.01017,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2021-01-01,,1.973727,2.011544,,0.012368,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2020-12-01,,2.512966,2.556685,,0.010829,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2020-11-01,,2.221232,2.263792,,0.013079,24,24.0,,
AR-0479,AR-0479-M - Campo Calabaza,2020-10-01,,2.379445,2.425036,,0.017747,24,24.0,,
AR-0479,AR-0479-M - Campo Calabaza,2020-09-01,,3.041935,3.100219,,0.016234,24,24.0,,
AR-0479,AR-0479-M - Campo Calabaza,2020-08-01,,2.131816,2.172662,,0.014696,24,24.0,,
AR-0479,AR-0479-M - Campo Calabaza,2020-07-01,,2.072905,2.112623,,0.013271,24,24.0,,
AR-0479,AR-0479-M - Campo Calabaza,2020-06-01,,3.098146,3.157507,,0.013912,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2020-05-01,,2.996478,3.053891,,0.013891,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2020-04-01,,3.298022,3.361213,,0.013371,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2020-03-01,,4.20551,4.286089,,0.014017,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2020-02-01,,2.715013,2.767033,,0.013938,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2020-01-01,,4.432671,4.517602,,0.015229,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2019-12-01,,2.979741,3.036833,,0.016296,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2019-11-01,,2.120232,2.160857,,0.016388,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2019-10-01,,1.950927,1.988307,,0.016229,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2019-09-01,,1.972219,2.010007,,0.017073,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2019-08-01,,1.856682,1.892257,,0.019624,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2019-07-01,,1.847467,1.882865,,0.010426,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2019-06-01,,3.339403,3.403386,,0.031647,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2019-05-01,,3.483909,3.550661,,0.030985,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2019-04-01,,2.806938,2.86072,,0.002166,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2019-03-01,,2.937248,2.993526,,0.010793,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2019-02-01,,2.862002,2.916839,,0.018784,26,26.0,,
AR-0479,AR-0479-M - Campo Calabaza,2019-01-01,,1.742525,1.775912,,0.020731,24,24.0,,
AR-0479,AR-0479-M - Campo Calabaza,2018-12-01,,1.77411,1.808102,,0.016801,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2018-11-01,,2.230018,2.272746,,0.01624,26,26.0,,
AR-0479,AR-0479-M - Campo Calabaza,2018-10-01,,2.073159,2.111805,,0.021947,26,26.0,,
AR-0479,AR-0479-M - Campo Calabaza,2018-09-01,,2.026295,2.064067,,0.015793,26,26.0,,
AR-0479,AR-0479-M - Campo Calabaza,2018-08-01,,2.0544,2.092696,,0.011254,26,26.0,,
AR-0479,AR-0479-M - Campo Calabaza,2018-07-01,,2.006953,2.044364,,0.01474,26,26.0,,
AR-0479,AR-0479-M - Campo Calabaza,2018-06-01,,2.9863,3.041968,,0.019047,26,26.0,,
AR-0479,AR-0479-M - Campo Calabaza,2018-05-01,,3.539036,3.605008,,0.01951,26,26.0,,
AR-0479,AR-0479-M - Campo Calabaza,2018-04-01,,2.578606,2.626674,,0.0155,26,26.0,,
AR-0479,AR-0479-M - Campo Calabaza,2018-03-01,,2.383652,2.428086,,0.028176,26,26.0,,
AR-0479,AR-0479-M - Campo Calabaza,2018-02-01,,2.844835,2.897865,,0.018516,26,26.0,,
AR-0479,AR-0479-M - Campo Calabaza,2018-01-01,,2.599835,2.648299,,0.016809,26,26.0,,
AR-0479,AR-0479-M - Campo Calabaza,2017-12-01,,3.378603,3.441584,,0.023298,26,26.0,,
AR-0479,AR-0479-M - Campo Calabaza,2017-11-01,,3.717908,3.786443,,0.024993,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2017-10-01,,3.524281,3.589246,,0.024371,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2017-09-01,,2.890275,2.943553,,0.018586,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2017-08-01,,2.969817,3.024562,,0.01805,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2017-07-01,,2.457209,2.502504,,,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2017-06-01,,2.281934,2.323998,,,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2017-05-01,,2.433505,2.478364,,,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2017-04-01,,2.492563,2.53851,,0.014227,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2017-03-01,,2.44366,2.488705,,0.013982,25,25.0,,
AR-0479,AR-0479-M - Campo Calabaza,2017-02-01,,2.439692,2.484664,,0.01367,25,25.0,,
